,index,Id,municipio,departamento,Si,No,validos,nulos,nomarcados,total votos,habilitados,TIPO DE VICTIMA,TOTAL
208,119,03046,SABANALARGA,ATLANTICO,12851,4663,17514,142,421,18077,64908,Víctimas de conflicto armado,3200
209,114,03040,REPELON,ATLANTICO,3325,829,4154,24,35,4213,18423,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,21
210,122,03055,SUAN,ATLANTICO,1837,585,2422,3,3,2428,9555,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,5
211,123,03055,SUAN,ATLANTICO,1837,585,2422,3,3,2428,9555,Víctimas de conflicto armado,513
212,124,03058,TUBARA,ATLANTICO,1888,898,2786,16,17,2819,9481,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,8
213,125,03058,TUBARA,ATLANTICO,1888,898,2786,16,17,2819,9481,Víctimas de conflicto armado,445
214,126,03061,USIACURI,ATLANTICO,1677,489,2166,15,14,2195,7497,Víctimas de conflicto armado,71
215,100,03010,CANDELARIA,ATLANTICO,2078,906,2984,25,25,3034,11294,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,14
216,115,03040,REPELON,ATLANTICO,3325,829,4154,24,35,4213,18423,Víctimas de conflicto armado,569
217,121,03052,SOLEDAD,ATLANTICO,33765,23487,57252,307,226,57785,264289,Víctimas de conflicto armado,41891
218,101,03010,CANDELARIA,ATLANTICO,2078,906,2984,25,25,3034,11294,Víctimas de conflicto armado,661
219,120,03052,SOLEDAD,ATLANTICO,33765,23487,57252,307,226,57785,264289,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,1524
220,103,03013,GALAPA,ATLANTICO,5186,3176,8362,74,28,8464,34607,Víctimas de conflicto armado,3116
221,104,03019,LURUACO,ATLANTICO,2265,1246,3511,25,28,3564,23080,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,25
222,105,03019,LURUACO,ATLANTICO,2265,1246,3511,25,28,3564,23080,Víctimas de conflicto armado,939
223,106,03022,MALAMBO,ATLANTICO,8810,6908,15718,94,45,15857,74964,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,273
224,107,03022,MALAMBO,ATLANTICO,8810,6908,15718,94,45,15857,74964,Víctimas de conflicto armado,10541
225,108,03025,MANATI,ATLANTICO,1660,317,1977,10,8,1995,13416,Víctimas de conflicto armado,375
226,109,03031,PIOJO,ATLANTICO,1118,391,1509,15,13,1537,5409,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,11
227,110,03031,PIOJO,ATLANTICO,1118,391,1509,15,13,1537,5409,Víctimas de conflicto armado,310
228,111,03034,POLONUEVO,ATLANTICO,2746,639,3385,29,23,3437,12246,Víctimas de conflicto armado,199
229,112,03035,PONEDERA,ATLANTICO,2445,1421,3866,20,23,3909,17776,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,19
230,102,03013,GALAPA,ATLANTICO,5186,3176,8362,74,28,8464,34607,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,119
231,113,03035,PONEDERA,ATLANTICO,2445,1421,3866,20,23,3909,17776,Víctimas de conflicto armado,1439
232,50,05044,MORALES,BOLIVAR,1936,2206,4142,39,34,4215,10842,Víctimas de conflicto armado,7034
233,51,05050,NOROSI,BOLIVAR,969,177,1146,14,9,1169,3698,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,9
234,52,05050,NOROSI,BOLIVAR,969,177,1146,14,9,1169,3698,Víctimas de conflicto armado,4749
235,53,05059,PINILLOS,BOLIVAR,2973,1885,4858,41,49,4948,16205,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,133
236,57,05097,SIMITI,BOLIVAR,1753,1783,3536,73,43,3652,11953,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,108
237,55,05063,REGIDOR,BOLIVAR,1092,323,1415,18,4,1437,4492,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,46
238,56,05063,REGIDOR,BOLIVAR,1092,323,1415,18,4,1437,4492,Víctimas de conflicto armado,2917
239,49,05044,MORALES,BOLIVAR,1936,2206,4142,39,34,4215,10842,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,40
240,58,05097,SIMITI,BOLIVAR,1753,1783,3536,73,43,3652,11953,Víctimas de conflicto armado,7259
241,54,05059,PINILLOS,BOLIVAR,2973,1885,4858,41,49,4948,16205,Víctimas de conflicto armado,2176
242,48,05041,MONTECRISTO,BOLIVAR,1652,395,2047,17,35,2099,8357,Víctimas de conflicto armado,9530
243,43,05037,MARGARITA,BOLIVAR,1361,919,2280,13,33,2326,8814,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,11
244,46,05043,MOMPOS,BOLIVAR,5198,3036,8234,68,59,8361,34934,Víctimas de conflicto armado,1132
245,45,05043,MOMPOS,BOLIVAR,5198,3036,8234,68,59,8361,34934,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,28
246,44,05037,MARGARITA,BOLIVAR,1361,919,2280,13,33,2326,8814,Víctimas de conflicto armado,312
247,59,05106,SOPLAVIENTO,BOLIVAR,1888,324,2212,20,10,2242,7990,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,6
248,42,05031,MAHATES,BOLIVAR,2819,1222,4041,32,48,4121,19421,Víctimas de conflicto armado,5150
249,41,05031,MAHATES,BOLIVAR,2819,1222,4041,32,48,4121,19421,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,50
250,40,05028,MAGANGUE,BOLIVAR,16478,9966,26444,261,206,26911,93554,Víctimas de conflicto armado,40268
251,39,05028,MAGANGUE,BOLIVAR,16478,9966,26444,261,206,26911,93554,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,2299
252,38,05016,CORDOBA,BOLIVAR,3612,1001,4613,43,66,4722,13053,Víctimas de conflicto armado,14233
253,37,05016,CORDOBA,BOLIVAR,3612,1001,4613,43,66,4722,13053,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,43
254,36,05018,CLEMENCIA,BOLIVAR,1146,590,1736,17,19,1772,10304,Víctimas de conflicto armado,1330
255,35,05018,CLEMENCIA,BOLIVAR,1146,590,1736,17,19,1772,10304,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,16
256,47,05041,MONTECRISTO,BOLIVAR,1652,395,2047,17,35,2099,8357,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,108
257,60,05106,SOPLAVIENTO,BOLIVAR,1888,324,2212,20,10,2242,7990,Víctimas de conflicto armado,236
258,66,05124,VILLANUEVA,BOLIVAR,1181,763,1944,14,16,1974,15014,Víctimas de conflicto armado,3483
259,62,05118,TURBACO,BOLIVAR,5927,3957,9884,41,29,9954,58808,Víctimas de conflicto armado,6148
260,34,05015,CICUCO,BOLIVAR,2082,856,2938,21,29,2988,9346,Víctimas de conflicto armado,633
261,30,05014,CANTAGALLO,BOLIVAR,1878,732,2610,44,17,2671,6076,Víctimas de conflicto armado,1853
262,29,05014,CANTAGALLO,BOLIVAR,1878,732,2610,44,17,2671,6076,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,30
263,28,05013,CALAMAR,BOLIVAR,2140,1490,3630,37,48,3715,17670,Víctimas de conflicto armado,805
264,27,05007,ARJONA,BOLIVAR,6030,3642,9672,63,50,9785,51077,Víctimas de conflicto armado,6532
265,26,05007,ARJONA,BOLIVAR,6030,3642,9672,63,50,9785,51077,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,90
266,25,05005,ARENAL,BOLIVAR,1690,229,1919,23,8,1950,5625,Víctimas de conflicto armado,5048
267,24,05005,ARENAL,BOLIVAR,1690,229,1919,23,8,1950,5625,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,51
268,23,05004,ACHI,BOLIVAR,4307,1874,6181,87,61,6329,15748,Víctimas de conflicto armado,4108
269,31,05001,CARTAGENA,BOLIVAR,81500,64735,146235,518,688,147441,732774,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,3625
270,22,05004,ACHI,BOLIVAR,4307,1874,6181,87,61,6329,15748,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,281
271,61,05118,TURBACO,BOLIVAR,5927,3957,9884,41,29,9954,58808,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,98
272,33,05015,CICUCO,BOLIVAR,2082,856,2938,21,29,2988,9346,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,36
273,32,05001,CARTAGENA,BOLIVAR,81500,64735,146235,518,688,147441,732774,Víctimas de conflicto armado,119232
274,68,05127,ZAMBRANO,BOLIVAR,3140,507,3647,46,34,3727,8695,Víctimas de conflicto armado,9345
275,67,05127,ZAMBRANO,BOLIVAR,3140,507,3647,46,34,3727,8695,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,28
276,65,05124,VILLANUEVA,BOLIVAR,1181,763,1944,14,16,1974,15014,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,24
277,64,05121,TURBANA,BOLIVAR,1728,781,2509,17,17,2543,13769,Víctimas de conflicto armado,300
278,63,05121,TURBANA,BOLIVAR,1728,781,2509,17,17,2543,13769,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,8
279,1098,07202,PESCA,BOYACA,710,1061,1771,33,15,1819,6418,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,1
280,1099,07202,PESCA,BOYACA,710,1061,1771,33,15,1819,6418,Víctimas de conflicto armado,82
281,1100,07205,PISBA,BOYACA,195,256,451,3,9,463,1021,Víctimas de conflicto armado,62
282,1060,07106,GUATEQUE,BOYACA,1718,1599,3317,80,24,3421,8954,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,6
283,1059,07103,GUACAMAYAS,BOYACA,122,479,601,19,11,631,1656,Víctimas de conflicto armado,15
284,1097,07193,PAYA,BOYACA,320,383,703,26,8,737,1406,Víctimas de conflicto armado,106
285,1096,07190,PAUNA,BOYACA,1521,802,2323,41,37,2401,6712,Víctimas de conflicto armado,653
286,1094,07187,PANQUEBA,BOYACA,285,335,620,15,14,649,1605,Víctimas de conflicto armado,4
287,1058,07100,GARAGOA,BOYACA,2534,2485,5019,119,36,5174,11845,Víctimas de conflicto armado,513
288,1080,07163,MUZO,BOYACA,858,1470,2328,55,37,2420,7195,Víctimas de conflicto armado,293
289,1081,07166,NOBSA,BOYACA,2835,2809,5644,86,11,5741,11546,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,9
290,1082,07166,NOBSA,BOYACA,2835,2809,5644,86,11,5741,11546,Víctimas de conflicto armado,333
291,1083,07173,OICATA,BOYACA,605,492,1097,30,8,1135,2392,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,4
292,1084,07173,OICATA,BOYACA,605,492,1097,30,8,1135,2392,Víctimas de conflicto armado,5
293,1085,07176,OTANCHE,BOYACA,1021,1297,2318,28,23,2369,6406,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,6
294,1079,07163,MUZO,BOYACA,858,1470,2328,55,37,2420,7195,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,1
295,1086,07176,OTANCHE,BOYACA,1021,1297,2318,28,23,2369,6406,Víctimas de conflicto armado,646
296,1088,07179,PAEZ,BOYACA,558,613,1171,43,14,1228,2338,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,3
297,1089,07179,PAEZ,BOYACA,558,613,1171,43,14,1228,2338,Víctimas de conflicto armado,1186
298,1090,07181,PAIPA,BOYACA,6187,4866,11053,200,59,11312,24543,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,26
299,1091,07181,PAIPA,BOYACA,6187,4866,11053,200,59,11312,24543,Víctimas de conflicto armado,728
300,1092,07184,PAJARITO,BOYACA,234,399,633,9,8,650,1713,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,1
301,1093,07184,PAJARITO,BOYACA,234,399,633,9,8,650,1713,Víctimas de conflicto armado,1384
302,1087,07178,PACHAVITA,BOYACA,370,374,744,15,20,779,2001,Víctimas de conflicto armado,45
303,1095,07190,PAUNA,BOYACA,1521,802,2323,41,37,2401,6712,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,18
304,1078,07161,MOTAVITA,BOYACA,955,836,1791,41,14,1846,4938,Víctimas de conflicto armado,24
305,1076,07160,MONIQUIRA,BOYACA,3257,3016,6273,162,57,6492,17452,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,2
306,1061,07106,GUATEQUE,BOYACA,1718,1599,3317,80,24,3421,8954,Víctimas de conflicto armado,287
307,1062,07109,GUAYATA,BOYACA,861,633,1494,22,14,1530,3849,Víctimas de conflicto armado,99
308,1063,07112,GUICAN,BOYACA,556,592,1148,42,14,1204,3033,Víctimas de conflicto armado,55
309,1064,07118,IZA,BOYACA,367,465,832,13,12,857,2224,Víctimas de conflicto armado,5
310,1066,07124,JERICO,BOYACA,359,570,929,23,22,974,3218,Víctimas de conflicto armado,14
311,1067,07127,LABRANZAGRANDE,BOYACA,444,529,973,17,13,1003,2722,Víctimas de conflicto armado,348
312,1077,07160,MONIQUIRA,BOYACA,3257,3016,6273,162,57,6492,17452,Víctimas de conflicto armado,398
313,1068,07142,MACANAL,BOYACA,464,728,1192,24,19,1235,3603,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,10
314,1070,07148,MARIPI,BOYACA,1371,459,1830,25,16,1871,6271,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,3
315,1071,07148,MARIPI,BOYACA,1371,459,1830,25,16,1871,6271,Víctimas de conflicto armado,97
316,1072,07151,MIRAFLORES,BOYACA,2330,1233,3563,81,44,3688,7568,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,15
317,1073,07151,MIRAFLORES,BOYACA,2330,1233,3563,81,44,3688,7568,Víctimas de conflicto armado,937
318,1074,07154,MONGUA,BOYACA,397,1258,1655,25,6,1686,4003,Víctimas de conflicto armado,182
319,1075,07157,MONGUI,BOYACA,530,870,1400,29,5,1434,3643,Víctimas de conflicto armado,34
320,1069,07142,MACANAL,BOYACA,464,728,1192,24,19,1235,3603,Víctimas de conflicto armado,161
321,1057,07100,GARAGOA,BOYACA,2534,2485,5019,119,36,5174,11845,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,8
322,1026,07031,BUENAVISTA,BOYACA,616,790,1406,29,25,1460,4573,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,3
323,1055,07094,GACHANTIVA,BOYACA,621,678,1299,24,19,1342,3020,Víctimas de conflicto armado,48
324,1031,07043,CERINZA,BOYACA,961,595,1556,54,18,1628,3482,Víctimas de conflicto armado,24
325,1030,07040,CAMPOHERMOSO,BOYACA,507,432,939,23,15,977,2508,Víctimas de conflicto armado,77
326,1029,07040,CAMPOHERMOSO,BOYACA,507,432,939,23,15,977,2508,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,4
327,1028,07037,CALDAS,BOYACA,651,453,1104,24,11,1139,3278,Víctimas de conflicto armado,48
328,1027,07031,BUENAVISTA,BOYACA,616,790,1406,29,25,1460,4573,Víctimas de conflicto armado,109
329,1101,07215,QUIPAMA,BOYACA,637,1066,1703,32,33,1768,4928,Víctimas de conflicto armado,86
330,1025,07028,BRICEÑO,BOYACA,471,282,753,7,12,772,2098,Víctimas de conflicto armado,58
331,1024,07025,BOYACA,BOYACA,601,432,1033,24,16,1073,4201,Víctimas de conflicto armado,67
332,1023,07022,BOAVITA,BOYACA,798,1002,1800,40,26,1866,5162,Víctimas de conflicto armado,28
333,1022,07022,BOAVITA,BOYACA,798,1002,1800,40,26,1866,5162,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,4
334,1021,07019,BETEITIVA,BOYACA,407,252,659,19,7,685,1915,Víctimas de conflicto armado,18
335,1020,07019,BETEITIVA,BOYACA,407,252,659,19,7,685,1915,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,6
336,1019,07016,BERBEO,BOYACA,387,181,568,15,5,588,1465,Víctimas de conflicto armado,156
337,1018,07016,BERBEO,BOYACA,387,181,568,15,5,588,1465,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,2
338,1017,07013,BELEN,BOYACA,1150,1344,2494,81,27,2602,6748,Víctimas de conflicto armado,149
339,1016,07013,BELEN,BOYACA,1150,1344,2494,81,27,2602,6748,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,9
340,1015,07010,ARCABUCO,BOYACA,773,882,1655,54,9,1718,4570,Víctimas de conflicto armado,127
341,1014,07010,ARCABUCO,BOYACA,773,882,1655,54,9,1718,4570,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,7
342,1013,07007,ALMEIDA,BOYACA,348,327,675,11,7,693,1908,Víctimas de conflicto armado,18
343,1032,07064,CHINAVITA,BOYACA,421,497,918,17,7,942,3131,Víctimas de conflicto armado,123
344,1056,07097,GAMEZA,BOYACA,621,825,1446,23,22,1491,4056,Víctimas de conflicto armado,128
345,1033,07067,CHIQUINQUIRA,BOYACA,8110,8619,16729,303,87,17119,40893,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,12
346,1035,07070,CHISCAS,BOYACA,672,658,1330,40,35,1405,3519,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,1
347,1054,07091,FLORESTA,BOYACA,527,799,1326,20,8,1354,3078,Víctimas de conflicto armado,22
348,1053,07088,FIRAVITOBA,BOYACA,1317,758,2075,37,17,2129,5680,Víctimas de conflicto armado,53
349,1052,07079,DUITAMA,BOYACA,19535,20787,40322,770,119,41211,83354,Víctimas de conflicto armado,2833
350,1051,07079,DUITAMA,BOYACA,19535,20787,40322,770,119,41211,83354,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,73
351,1050,07061,CUITIVA,BOYACA,269,363,632,19,2,653,1851,Víctimas de conflicto armado,89
352,1049,07060,CUCAITA,BOYACA,683,543,1226,30,8,1264,3186,Víctimas de conflicto armado,8
353,1048,07059,CUBARA,BOYACA,781,597,1378,68,23,1469,5484,Víctimas de conflicto armado,999
354,1047,07058,COVARACHIA,BOYACA,394,626,1020,16,44,1080,3133,Víctimas de conflicto armado,65
355,1046,07058,COVARACHIA,BOYACA,394,626,1020,16,44,1080,3133,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,3
356,1045,07055,CORRALES,BOYACA,408,511,919,22,14,955,2228,Víctimas de conflicto armado,2
357,1044,07052,COPER,BOYACA,779,521,1300,19,13,1332,3278,Víctimas de conflicto armado,65
358,1043,07049,COMBITA,BOYACA,2081,1452,3533,86,34,3653,8585,Víctimas de conflicto armado,63
359,1042,07049,COMBITA,BOYACA,2081,1452,3533,86,34,3653,8585,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,3
360,1041,07046,CIENEGA,BOYACA,543,655,1198,16,19,1233,3872,Víctimas de conflicto armado,19
361,1040,07078,CHIVOR,BOYACA,260,378,638,8,10,656,1769,Víctimas de conflicto armado,149
362,1039,07077,CHIVATA,BOYACA,477,439,916,7,7,930,2542,Víctimas de conflicto armado,14
363,1038,07076,CHITARAQUE,BOYACA,644,962,1606,19,29,1654,5445,Víctimas de conflicto armado,206
364,1037,07073,CHITA,BOYACA,861,1294,2155,75,89,2319,6331,Víctimas de conflicto armado,396
365,1036,07070,CHISCAS,BOYACA,672,658,1330,40,35,1405,3519,Víctimas de conflicto armado,306
366,1034,07067,CHIQUINQUIRA,BOYACA,8110,8619,16729,303,87,17119,40893,Víctimas de conflicto armado,1593
367,1102,07217,RAMIRIQUI,BOYACA,1466,1267,2733,34,22,2789,8601,Víctimas de conflicto armado,187
368,1065,07121,JENESANO,BOYACA,1031,584,1615,33,25,1673,5464,Víctimas de conflicto armado,79
369,1104,07223,RONDON,BOYACA,469,426,895,17,17,929,2283,Víctimas de conflicto armado,59
370,1132,07298,TASCO,BOYACA,913,641,1554,37,7,1598,4986,Víctimas de conflicto armado,131
371,1133,07301,TENZA,BOYACA,1028,592,1620,26,17,1663,3555,Víctimas de conflicto armado,15
372,1134,07304,TIBANA,BOYACA,1312,740,2052,57,14,2123,7402,Víctimas de conflicto armado,16
373,1135,07307,TIBASOSA,BOYACA,1842,1685,3527,75,13,3615,8412,Víctimas de conflicto armado,247
374,1136,07310,TINJACA,BOYACA,632,505,1137,20,5,1162,2538,Víctimas de conflicto armado,14
375,1137,07311,TIPACOQUE,BOYACA,557,520,1077,29,30,1136,3353,Víctimas de conflicto armado,19
376,1138,07313,TOCA,BOYACA,1107,1168,2275,40,29,2344,6996,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,3
377,1139,07313,TOCA,BOYACA,1107,1168,2275,40,29,2344,6996,Víctimas de conflicto armado,54
378,1140,07316,TOGUI,BOYACA,516,410,926,22,19,967,4284,Víctimas de conflicto armado,71
379,1141,07319,TOPAGA,BOYACA,552,789,1341,19,10,1370,2924,Víctimas de conflicto armado,71
380,1131,07298,TASCO,BOYACA,913,641,1554,37,7,1598,4986,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,1
381,1142,07322,TOTA,BOYACA,318,590,908,25,10,943,4105,Víctimas de conflicto armado,17
382,1144,07001,TUNJA,BOYACA,32780,25112,57892,1003,143,59038,116576,Víctimas de conflicto armado,9317
383,1145,07324,TUNUNGUA,BOYACA,461,181,642,9,4,655,1314,Víctimas de conflicto armado,6
384,1146,07325,TURMEQUE,BOYACA,1161,568,1729,41,16,1786,5703,Víctimas de conflicto armado,14
385,1147,07328,TUTA,BOYACA,1536,1497,3033,57,23,3113,7216,Víctimas de conflicto armado,42
386,1148,07331,TUTAZA,BOYACA,492,412,904,29,16,949,1841,Víctimas de conflicto armado,20
387,1149,07334,UMBITA,BOYACA,980,1224,2204,47,30,2281,5815,Víctimas de conflicto armado,17
388,1150,07337,VENTAQUEMADA,BOYACA,1566,1689,3255,81,18,3354,10912,Víctimas de conflicto armado,42
389,1152,07346,ZETAQUIRA,BOYACA,910,473,1383,15,12,1410,3874,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,8
390,1153,07346,ZETAQUIRA,BOYACA,910,473,1383,15,12,1410,3874,Víctimas de conflicto armado,251
391,1103,07220,RAQUIRA,BOYACA,815,851,1666,44,20,1730,4570,Víctimas de conflicto armado,32
392,1143,07001,TUNJA,BOYACA,32780,25112,57892,1003,143,59038,116576,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,143
393,1130,07292,SUTATENZA,BOYACA,612,662,1274,30,14,1318,3682,Víctimas de conflicto armado,87
394,1151,07340,VIRACACHA,BOYACA,343,452,795,16,11,822,2553,Víctimas de conflicto armado,21
395,1128,07289,SUTAMARCHAN,BOYACA,1132,931,2063,38,18,2119,5264,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,8
396,1129,07289,SUTAMARCHAN,BOYACA,1132,931,2063,38,18,2119,5264,Víctimas de conflicto armado,57
397,1105,07226,SABOYA,BOYACA,2246,1250,3496,112,56,3664,9555,Víctimas de conflicto armado,32
398,1106,07232,SACHICA,BOYACA,702,624,1326,13,11,1350,3320,Víctimas de conflicto armado,28
399,1108,07235,SAMACA,BOYACA,2343,2340,4683,130,36,4849,13405,Víctimas de conflicto armado,649
400,1109,07250,SANTANA,BOYACA,1106,1034,2140,34,24,2198,6831,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,3
401,1110,07250,SANTANA,BOYACA,1106,1034,2140,34,24,2198,6831,Víctimas de conflicto armado,153
402,1111,07259,SATIVANORTE,BOYACA,373,362,735,23,15,773,2398,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,3
403,1112,07259,SATIVANORTE,BOYACA,373,362,735,23,15,773,2398,Víctimas de conflicto armado,74
404,1113,07262,SATIVASUR,BOYACA,197,174,371,4,2,377,1227,Víctimas de conflicto armado,11
405,1114,07265,SIACHOQUE,BOYACA,778,1453,2231,54,25,2310,6256,Víctimas de conflicto armado,4
406,1115,07268,SOATA,BOYACA,1461,1989,3450,56,37,3543,7449,Víctimas de conflicto armado,66
407,1116,07274,SOCHA,BOYACA,1138,1160,2298,64,33,2395,6151,Víctimas de conflicto armado,324
408,1107,07235,SAMACA,BOYACA,2343,2340,4683,130,36,4849,13405,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,32
409,1126,07286,SUSACON,BOYACA,701,410,1111,36,19,1166,2580,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,4
410,1117,07271,SOCOTA,BOYACA,791,1214,2005,60,39,2104,5922,Víctimas de conflicto armado,113
411,1125,07283,SOTAQUIRA,BOYACA,1039,978,2017,39,14,2070,5413,Víctimas de conflicto armado,50
412,1124,07282,SORACA,BOYACA,740,1489,2229,24,20,2273,5229,Víctimas de conflicto armado,24
413,1123,07282,SORACA,BOYACA,740,1489,2229,24,20,2273,5229,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,5
414,1127,07286,SUSACON,BOYACA,701,410,1111,36,19,1166,2580,Víctimas de conflicto armado,34
415,1121,07280,SOMONDOCO,BOYACA,529,344,873,14,8,895,2779,Víctimas de conflicto armado,99
416,1120,07280,SOMONDOCO,BOYACA,529,344,873,14,8,895,2779,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,6
417,1119,07277,SOGAMOSO,BOYACA,20261,20865,41126,700,148,41974,89443,Víctimas de conflicto armado,3791
418,1118,07277,SOGAMOSO,BOYACA,20261,20865,41126,700,148,41974,89443,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,58
419,1122,07281,SORA,BOYACA,686,459,1145,22,152,1319,2528,Víctimas de conflicto armado,5
420,572,09067,MARULANDA,CALDAS,387,391,778,32,21,831,2658,Víctimas de conflicto armado,1018
421,564,09001,MANIZALES,CALDAS,74140,76961,151101,2505,734,154340,323102,Víctimas de conflicto armado,30560
422,570,09061,MARQUETALIA,CALDAS,1452,2427,3879,93,101,4073,11445,Víctimas de conflicto armado,6278
423,569,09061,MARQUETALIA,CALDAS,1452,2427,3879,93,101,4073,11445,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,72
424,568,09058,MARMATO,CALDAS,514,1133,1647,41,23,1711,6840,Víctimas de conflicto armado,154
425,567,09058,MARMATO,CALDAS,514,1133,1647,41,23,1711,6840,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,9
426,566,09055,MANZANARES,CALDAS,1773,3146,4919,91,82,5092,15465,Víctimas de conflicto armado,2490
427,565,09055,MANZANARES,CALDAS,1773,3146,4919,91,82,5092,15465,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,33
428,571,09067,MARULANDA,CALDAS,387,391,778,32,21,831,2658,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,9
429,553,09007,ANSERMA,CALDAS,3356,7430,10786,270,153,11209,27896,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,98
430,562,09037,FILADELFIA,CALDAS,1365,1783,3148,62,71,3281,9343,Víctimas de conflicto armado,377
431,561,09037,FILADELFIA,CALDAS,1365,1783,3148,62,71,3281,9343,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,16
432,560,09034,CHINCHINA,CALDAS,6185,10543,16728,315,162,17205,43763,Víctimas de conflicto armado,2120
433,559,09034,CHINCHINA,CALDAS,6185,10543,16728,315,162,17205,43763,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,68
434,558,09022,BELALCAZAR,CALDAS,1514,2105,3619,52,219,3890,10118,Víctimas de conflicto armado,607
435,557,09022,BELALCAZAR,CALDAS,1514,2105,3619,52,219,3890,10118,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,16
436,556,09013,ARANZAZU,CALDAS,1573,2409,3982,123,86,4191,11540,Víctimas de conflicto armado,689
437,555,09013,ARANZAZU,CALDAS,1573,2409,3982,123,86,4191,11540,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,33
438,573,09076,NEIRA,CALDAS,2283,4191,6474,168,101,6743,19307,Víctimas reconocidas Sentencia C280 y Auto 119 de 2013,19
